line;met;real;feet;feet_number;meter_quality;line_n;title;author;meter_nuber
Doors, where my heart was used to beat;-+-+-+-+;+--+-+-+;Doors, where |my heart |was used |to beat;tetrameter;iambic;3;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
So quickly, waiting for a hand,;-+-+-+-+;++-+---+|-+-+-+-+;So quick|ly, wait|ing for |a hand,;tetrameter;iambic;4;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
A hand that can be clasped no more-;-+-+-+-+;-+---+++|-+-+-+++;A hand |that can |be clasped |no more-;tetrameter;iambic;5;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
Behold me, for I cannot sleep,;-+-+-+-+;-+-+-+-+;Behold |me, for |I can|not sleep,;tetrameter;iambic;6;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
And like a guilty thing I creep;-+-+-+-+;-+-+-+-+;And like |a guil|ty thing |I creep;tetrameter;iambic;7;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
At earliest morning to the door.;-+-+-+-+;-+--+-+-+;At ear|liest morn|ing to |the door.;tetrameter;iambic;8;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
"He is not here; but far away";-+-+-+-+;-+-+-+-+|--++-+-+|+--+-+-+;"He is |not here; |but far |away";tetrameter;iambic;9;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
The noise of life begins again,;-+-+-+-+;-+-+-+-+;The noise |of life |begins |again,;tetrameter;iambic;10;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
And ghastly through the drizzling rain;-+-+-+-+;-+-+-+-+;And ghast|ly through |the driz|zling rain;tetrameter;iambic;11;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
On the bald street breaks the blank day.;-+-+-+-+;--+++-++;On the |bald street |breaks the |blank day.;tetrameter;iambic;12;In Memoriam (section 7)(1850);Alfred Lord Tennyson;
They leave us so to the way we took,;-+-+-+-+;-+-+--+-+;They leave |us so |to the way |we took,;tetrameter;iambic;1;In Neglect(1913);Robert Frost;
As two in whom they were proved mistaken,;-+-+-+-+;-+-+--+-+(-);As two |in whom |they were proved |mistaken,;tetrameter;iambic;2;In Neglect(1913);Robert Frost;
That we sit sometimes in the wayside nook,;-+-+-+-+;--+-+--+-+;That we sit |sometimes |in the way|side nook,;tetrameter;iambic;3;In Neglect(1913);Robert Frost;
With mis chievous, vagrant, seraphic look, ;-+-+-+-+;-+--+--+-+;With mis |chievous, va|grant, seraph|ic look, ;tetrameter;iambic;4;In Neglect(1913);Robert Frost;
  And try if we cannot feel forsaken.;-+-+-+-+;-+--+-+-+(-);  And try |if we can|not feel |forsaken.;tetrameter;iambic;5;In Neglect(1913);Robert Frost;
" Win tertime nighs;                     ";-+-+;+--+;" Win ter|time nighs;                     ";;iambic;1;In Tenebris(1901);Thomas Hardy;dimeter
But my be reavement                     -pain                 ;-+-+-+;-+-+-+;But my |be reave|ment                     -pain                 ;trimeter;iambic;2;In Tenebris(1901);Thomas Hardy;
It can                 not bring a                 gain:             ;-+-+-+;-+-+-+;It can                 |not bring |a                 gain:             ;trimeter;iambic;3;In Tenebris(1901);Thomas Hardy;
 Twice no one dies.             ;-+-+;++-+; Twice no |one dies.             ;;iambic;4;In Tenebris(1901);Thomas Hardy;dimeter
"Flo wer-pet als flee;         ";-+-+;+---+;"Flo wer|-pet als flee;         ";;iambic;5;In Tenebris(1901);Thomas Hardy;dimeter
But, since it once hath been,         ;-+-+-+;-+-+-+;But, since |it once |hath been,         ;trimeter;iambic;6;In Tenebris(1901);Thomas Hardy;
No more that sev         er ing scene     ;-+-+-+;++-+--+|-+-+--+;No more |that sev         |er ing scene     ;trimeter;iambic;7;In Tenebris(1901);Thomas Hardy;
Can har     row me.     ;-+-+;-+-+;Can har     |row me.     ;;iambic;8;In Tenebris(1901);Thomas Hardy;dimeter
Birds faint in dread:     ;-+-+;++-+;Birds faint |in dread:     ;;iambic;9;In Tenebris(1901);Thomas Hardy;dimeter
I shall not lose old strength     ;-+-+-+;+--+++;I shall |not lose |old strength     ;trimeter;iambic;10;In Tenebris(1901);Thomas Hardy;
In the lone frost's black length:     ;-+-+-+;--++++;In the |lone frost's |black length:     ;trimeter;iambic;11;In Tenebris(1901);Thomas Hardy;
Strength long since fled!     ;-+-+;+--+;Strength long |since fled!     ;;iambic;12;In Tenebris(1901);Thomas Hardy;dimeter
"Leaves freeze to dun;     ";-+-+;++-+;"Leaves freeze |to dun;     ";;iambic;13;In Tenebris(1901);Thomas Hardy;dimeter
But friends can not turn cold     ;-+-+-+;-+-+++;But friends |can not |turn cold     ;trimeter;iambic;14;In Tenebris(1901);Thomas Hardy;
This sea  son as  of old;;++-+-+|++---+;This sea | son as | of old;trimeter;iambic;15 data-met=;In Tenebris(1901);Thomas Hardy;
For him with none.     ;-+-+;-+-+;For him |with none.     ;;iambic;16;In Tenebris(1901);Thomas Hardy;dimeter
"Temp ests may scath;     ";-+-+;+--+;"Temp ests |may scath;     ";;iambic;17;In Tenebris(1901);Thomas Hardy;dimeter
But love can not make smart     ;-+-+-+;-+-+++;But love |can not |make smart     ;trimeter;iambic;18;In Tenebris(1901);Thomas Hardy;
A gain this year his heart     ;-+-+-+;-+++-+;A gain |this year |his heart     ;trimeter;iambic;19;In Tenebris(1901);Thomas Hardy;
Who no heart hath.     ;-+-+;-+-+|-+++;Who no |heart hath.     ;;iambic;20;In Tenebris(1901);Thomas Hardy;dimeter
"Black is night's cope;     ";-+-+;+-++;"Black is |night's cope;     ";;iambic;21;In Tenebris(1901);Thomas Hardy;dimeter
But death will not a     ppal ;-+-+-+;-+-+-+;But death |will not |a     ppal ;trimeter;iambic;22;In Tenebris(1901);Thomas Hardy;
One who, past doubt ings all, ;-+-+-+;+-++-+;One who, |past doubt |ings all, ;trimeter;iambic;23;In Tenebris(1901);Thomas Hardy;
Waits in un hope. ;-+-+;+-++|+--+;Waits in |un hope. ;;iambic;24;In Tenebris(1901);Thomas Hardy;dimeter
It is the fash ion now to wave aside;-+-+-+-+-+;+--+-+-+-+|-+-+-+-+-+;It is |the fash |ion now |to wave |aside;pentameter;iambic;1;It is the Fashion Now(1954);Edna St. Vincent Millay;
As tedious, obvious, vacuous, trivial, trite,;-+-+-+-+-+;-+--+--+--+--+;As te|dious, ob|vious, vac|uous, triv|ial, trite,;pentameter;iambic;2;It is the Fashion Now(1954);Edna St. Vincent Millay;
All things which do not tickle, tease, excite;-+-+-+-+-+;++---+-+-+;All things |which do |not tick|le, tease, |excite;pentameter;iambic;3;It is the Fashion Now(1954);Edna St. Vincent Millay;
To some subversion, or in verbiage hide;-+-+-+-+-+;-+-+-+-+--+;To some |subver|sion, or |in verb|iage hide;pentameter;iambic;4;It is the Fashion Now(1954);Edna St. Vincent Millay;
Intent, or mock, or with hot sauce provide;-+-+-+-+-+;-+-+--++-+;Intent, |or mock, |or with |hot sauce |provide;pentameter;iambic;5;It is the Fashion Now(1954);Edna St. Vincent Millay;
"A dish to prick the thickened appetite;";-+-+-+-+-+;-+-+-+-+-+;"A dish |to prick |the thick|ened app|etite;";pentameter;iambic;6;It is the Fashion Now(1954);Edna St. Vincent Millay;
"Straightforwardness is wrong, evasion right;";-+-+-+-+-+;++-+-+-+-+;"Straightfor|wardness |is wrong, |evas|ion right;";pentameter;iambic;7;It is the Fashion Now(1954);Edna St. Vincent Millay;
It is correct, de rigueur,  to deride.;-+-+-+-+-+;+--+-++--+|-+-+-++--+;It is |correct, |de rig|ueur,  to |deride.;pentameter;iambic;8;It is the Fashion Now(1954);Edna St. Vincent Millay;
What funny wits these modern wags  expose,;-+-+-+-+-+;-+-+-+-+-+;What fun|ny wits |these mo|dern wags  |expose,;pentameter;iambic;9;It is the Fashion Now(1954);Edna St. Vincent Millay;
For all their versatility: Voltaire,;-+-+-+-+-+;-+-+-+-+-+;For all |their vers|atil|ity: |Voltaire,;pentameter;iambic;10;It is the Fashion Now(1954);Edna St. Vincent Millay;
Who wore to bed a night-cap,  and would close,;-+-+-+-+-+;-+-+-+-+-+;Who wore |to bed |a night|-cap,  and |would close,;pentameter;iambic;11;It is the Fashion Now(1954);Edna St. Vincent Millay;
In fear of drafts, all windows,  could declare;-+-+-+-+-+;-+-+++---+|-+-+++-+-+;In fear |of drafts, |all win|dows,  could |declare;pentameter;iambic;12;It is the Fashion Now(1954);Edna St. Vincent Millay;
In antique stuffiness, a phrase that blows;-+-+-+-+-+;-+++---+-+;In an|tique stuff|iness, |a phrase |that blows;pentameter;iambic;13;It is the Fashion Now(1954);Edna St. Vincent Millay;
Still through men's smoky minds, and clears  the air.;-+-+-+-+-+;+-++-+-+-+;Still through |men's smo|ky minds, |and clears  |the air.;pentameter;iambic;14;It is the Fashion Now(1954);Edna St. Vincent Millay;
'Twas brillig, and the slithy toves;-+-+-+-+;-+-+-+-+;'Twas bril|lig, and |the slith|y toves;tetrameter;iambic;1;Jabberwocky(1855);Lewis Carroll;
"Did gyre and gimble in the wabe;";-+-+-+-+;-+-+-+-+;"Did gyre |and gim|ble in |the wabe;";tetrameter;iambic;2;Jabberwocky(1855);Lewis Carroll;
All mimsy were the borogoves,;-+-+-+-+;++-+-+-+;All mim|sy were |the bo|rogoves,;tetrameter;iambic;3;Jabberwocky(1855);Lewis Carroll;
And the mome raths outgrabe.;-+-+-+;--++-+;And the |mome raths |outgrabe.;trimeter;iambic;4;Jabberwocky(1855);Lewis Carroll;
"""Beware the Jabberwock, my son!";-+-+-+-+;-+-+-+-+;"""Beware |the Jab|berwock, |my son!";tetrameter;iambic;5;Jabberwocky(1855);Lewis Carroll;
The jaws that bite, the claws that catch!;-+-+-+-+;-+-+-+-+;The jaws |that bite, |the claws |that catch!;tetrameter;iambic;6;Jabberwocky(1855);Lewis Carroll;
Beware the Jubjub bird, and shun;-+-+-+-+;-+-+-+-+;Beware |the Jub|jub bird, |and shun;tetrameter;iambic;7;Jabberwocky(1855);Lewis Carroll;
"The frumious Bandersnatch!""";-+-+-+;-+--+-+;"The fru|mious Ban|dersnatch!""";trimeter;iambic;8;Jabberwocky(1855);Lewis Carroll;
He took his vorpal sword in hand:;-+-+-+-+;-+-+-+-+;He took |his vor|pal sword |in hand:;tetrameter;iambic;9;Jabberwocky(1855);Lewis Carroll;
Long time the manxome foe he sought-;-+-+-+-+;++-+-+-+;Long time |the man|xome foe |he sought-;tetrameter;iambic;10;Jabberwocky(1855);Lewis Carroll;
So rested he by the Tumtum tree,;-+-+-+-+;-+-+--+-+;So rest|ed he |by the Tum|tum tree,;tetrameter;iambic;11;Jabberwocky(1855);Lewis Carroll;
And stood awhile in thought.;-+-+-+;-+-+-+;And stood |awhile |in thought.;trimeter;iambic;12;Jabberwocky(1855);Lewis Carroll;
And as in uffish thought he stood,;-+-+-+-+;-+-+-+-+;And as |in uf|fish thought |he stood,;tetrameter;iambic;13;Jabberwocky(1855);Lewis Carroll;
The Jabberwock, with eyes of flame,;-+-+-+-+;-+-+-+-+;The Jab|berwock, |with eyes |of flame,;tetrameter;iambic;14;Jabberwocky(1855);Lewis Carroll;
Came whiffling through the tulgey wood,;-+-+-+-+;-+-+-+-+;Came whif|fling through |the tul|gey wood,;tetrameter;iambic;15;Jabberwocky(1855);Lewis Carroll;
And burbled as it came!;-+-+-+;-+-+-+;And bur|bled as |it came!;trimeter;iambic;16;Jabberwocky(1855);Lewis Carroll;
One, two! One, two! And through and through;-+-+-+-+;-+-+-+-+|++++-+-+;One, two! |One, two! |And through |and through;tetrameter;iambic;17;Jabberwocky(1855);Lewis Carroll;
The vorpal blade went snicker-snack!;-+-+-+-+;-+-+-+-+;The vor|pal blade |went snick|er-snack!;tetrameter;iambic;18;Jabberwocky(1855);Lewis Carroll;
He left it dead, and with its head;-+-+-+-+;-+-+-+-+;He left |it dead, |and with |its head;tetrameter;iambic;19;Jabberwocky(1855);Lewis Carroll;
He went galumphing back.;-+-+-+;-+-+-+;He went |galumph|ing back.;trimeter;iambic;20;Jabberwocky(1855);Lewis Carroll;
"""And hast thou slain the Jabberwock?";-+-+-+-+;-+-+-+-+;"""And hast |thou slain |the Jab|berwock?";tetrameter;iambic;21;Jabberwocky(1855);Lewis Carroll;
Come to my arms, my beamish boy!;-+-+-+-+;+--+-+-+;Come to |my arms, |my beam|ish boy!;tetrameter;iambic;22;Jabberwocky(1855);Lewis Carroll;
"O frabjous day! Callooh! Callay!""";-+-+-+-+;-+-+-+-+|++-+-+-+;"O frab|jous day! |Callooh! |Callay!""";tetrameter;iambic;23;Jabberwocky(1855);Lewis Carroll;
He chortled in his joy.;-+-+-+;-+-+-+;He chor|tled in |his joy.;trimeter;iambic;24;Jabberwocky(1855);Lewis Carroll;
'Twas brillig, and the slithy toves;-+-+-+-+;-+-+-+-+;'Twas bril|lig, and |the slith|y toves;tetrameter;iambic;25;Jabberwocky(1855);Lewis Carroll;
"Did gyre and gimble in the wabe;";-+-+-+-+;-+-+-+-+;"Did gyre |and gim|ble in |the wabe;";tetrameter;iambic;26;Jabberwocky(1855);Lewis Carroll;
All mimsy were the borogoves,;-+-+-+-+;++-+-+-+;All mim|sy were |the bo|rogoves,;tetrameter;iambic;27;Jabberwocky(1855);Lewis Carroll;
And the mome raths outgrabe.;-+-+-+;--++-+;And the |mome raths |outgrabe.;trimeter;iambic;28;Jabberwocky(1855);Lewis Carroll;
Who says that fictions only and false hair;-+-+-+-+-+;++-+-+--++|-+-+-+--++;Who says |that fic|tions on|ly and |false hair;pentameter;iambic;1;Jordan(1633);George Herbert;
Become a verse? Is there in truth no beauty?;-+-+-+-+-+;-+-+-+-+-+-;Become |a verse? |Is there |in truth |no beauty?;pentameter;iambic;2;Jordan(1633);George Herbert;
Is all good structure in a winding stair?;-+-+-+-+-+;-+++---+-+;Is all |good struc|ture in |a wind|ing stair?;pentameter;iambic;3;Jordan(1633);George Herbert;
May no lines pass, except they do their duty;-+-+-+-+-+;-+++-+-+-+-;May no |lines pass, |except |they do |their duty;pentameter;iambic;4;Jordan(1633);George Herbert;
Not to a true, but painted chair?;-+-+-+-+;+--+-+-+;Not to |a true, |but paint|ed chair?;tetrameter;iambic;5;Jordan(1633);George Herbert;
Is it no verse, except enchanted groves;-+-+-+-+-+;+-++-+-+-+|--++-+-+-+;Is it |no verse, |except |enchant|ed groves;pentameter;iambic;6;Jordan(1633);George Herbert;
And sudden arbors shadow coarse-spun lines?;-+-+-+-+-+;-+-+-+-+++;And sud|den ar|bors shad|ow coarse-|spun lines?;pentameter;iambic;7;Jordan(1633);George Herbert;
Must purling streams refresh a lover's loves?;-+-+-+-+-+;-+-+-+-+-+;Must purl|ing streams |refresh |a lov|er's loves?;pentameter;iambic;8;Jordan(1633);George Herbert;
Must all be veiled, while he that reads, divines,;-+-+-+-+-+;-+-+-+-+-+;Must all |be veiled, |while he |that reads, |divines,;pentameter;iambic;9;Jordan(1633);George Herbert;
Catching the sense at two removes?;-+-+-+-+;+--+-+-+;Catching |the sense |at two |removes?;tetrameter;iambic;10;Jordan(1633);George Herbert;
"Shepherds are honest people; let them sing:";-+-+-+-+-+;+--+-+-+-+;"Shepherds |are hon|est peo|ple; let |them sing:";pentameter;iambic;11;Jordan(1633);George Herbert;
"Riddle who list, for me, and pull for Prime;";-+-+-+-+-+;+--+-+-+-+;"Riddle |who list, |for me, |and pull |for Prime;";pentameter;iambic;12;Jordan(1633);George Herbert;
"I envy no man's nightingale or spring;";-+-+-+-+-+;-+-+-+-+-+|-+-+++---+;"I en|vy no |man's night|ingale |or spring;";pentameter;iambic;13;Jordan(1633);George Herbert;
Nor let them punish me with loss of rhyme,;-+-+-+-+-+;+--+-+-+-+;Nor let |them pun|ish me |with loss |of rhyme,;pentameter;iambic;14;Jordan(1633);George Herbert;
Who plainly say, My God, My King.;-+-+-+-+;-+-+-+-+;Who plain|ly say, |My God, |My King.;tetrameter;iambic;15;Jordan(1633);George Herbert;
Gal lop a pace, you fier                     y- foot                 ed steeds,;-+-+-+-+-+;+--+-+-+-+;Gal lop |a pace, |you fier                     |y- foot                 |ed steeds,;pentameter;iambic;1;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Towards Phoeb                 us' lodg                 ing!  Such a wag                 on er;-+-+-+-+-+;--+-+-+-+-+;Towards Phoeb                 |us' lodg                 |ing!  Such |a wag                 |on er;pentameter;iambic;2;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
As Pha                 e ton would whip you to the west;-+-+-+-+-+;-+-+-+-+-+;As Pha                 |e ton |would whip |you to |the west;pentameter;iambic;3;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
And bring in cloud                 y night im med             i ate ly.;-+-+-+-+-+;-+-+-+-+--+;And bring |in cloud                 |y night |im med             |i ate ly.;pentameter;iambic;4;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Spread thy close cur         tain,  love-     per form ing night,;-+-+-+-+-+;+-++-+-+-+;Spread thy |close cur         |tain,  love-     |per form |ing night,;pentameter;iambic;5;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
That run a ways' eyes may wink, and Ro me o;-+-+-+-+-+;-+--+-+-+-+;That run |a ways' eyes |may wink, |and Ro |me o;pentameter;iambic;6;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Leap to these arms un talked of and un seen.;-+-+-+-+-+;+--+-+-+-+;Leap to |these arms |un talked |of and |un seen.;pentameter;iambic;7;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Lov ers can see to do their a mor ous rites;-+-+-+-+-+;+--+-+-+--+;Lov ers |can see |to do |their a |mor ous rites;pentameter;iambic;8;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
"By their own beau ties;  or, if love be blind,";-+-+-+-+-+;--++-+-+-+;"By their |own beau |ties;  or, |if love |be blind,";pentameter;iambic;9;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
It best a grees with night.  Come, civ il night,;-+-+-+-+-+;-+-+-+++-+;It best |a grees |with night.  |Come, civ |il night,;pentameter;iambic;10;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Thou so ber- suit ed ma tron all in black,;-+-+-+-+-+;-+-+-+-+-+;Thou so |ber- suit |ed ma |tron all |in black,;pentameter;iambic;11;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
And learn me how to lose a win ning match,;-+-+-+-+-+;-+-+-+-+-+;And learn |me how |to lose |a win |ning match,;pentameter;iambic;12;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Played for a pair of stain less mai den hoods.;-+-+-+-+-+;+--+-+-+-+;Played for |a pair |of stain |less mai |den hoods.;pentameter;iambic;13;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
Hood my un manned blood,   bat ing in my cheeks,;-+-+-+-+-+;+--+++---+;Hood my |un manned |blood,   bat |ing in |my cheeks,;pentameter;iambic;14;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
With thy black man tle till strange love grow bold,;-+-+-+-+-+;--++--++++;With thy |black man |tle till |strange love |grow bold,;pentameter;iambic;15;Juliet’s Soliloquy (Romeo and Juliet III.ii.1-25)(1596);William Shakespeare;
